company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
GRACECHURCH UTG NO. 433 LIMITED,03848199,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
GRACECHURCH UTG NO. 439 LIMITED,03848224,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
V PROTECT LIMITED,09094124,Active,Private limited company,,,2014-06-19,,,65110,18 Neals Corner 2 Bath Road Hounslow TW3 3HJ England
GRACECHURCH UTG NO. 434 LIMITED,03637213,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
REZ PRIVATE CLIENTS LTD,15847450,Active,Private limited company,,,2024-07-19,,,64999 65110,26 Fladbury Crescent Birmingham B29 6PH England
ALEXANDER'S FINANCIAL PLANNING LIMITED,11914597,Active,Private limited company,,,2019-03-29,,,65110 65300 66290,12 Granary Wharf Business Park Wetmore Road Burton-On-Trent DE14 1DU England
BH FINANCIAL & MORTGAGE SOLUTIONS LIMITED,SC270814,Active,Private limited company,,,2004-07-16,,,65110 65201 65300 66290,40 Donside Street Aberdeen AB24 2PJ Scotland
RIGHT MORTGAGE SERVICES LTD,10347391,Active,Private limited company,,,2016-08-26,,,64999 65110,29-31 Finedon Road Wellingborough NN8 4AS England
ENSURE EVOLUTION LTD,12357558,Active,Private limited company,,,2019-12-10,,,65110,128 Bill Thomas Way Rowley Regis B65 9AB England
GLOBAL WEALTH LIMITED,07650182,Active,Private limited company,,,2011-05-27,,,65110,"3 Ynyscedwyn Lodge Wind Road Ystradgynlais SA9 1AD "
MGM ASSURANCE (TRUSTEES) LIMITED,01279948,Active,Private limited company,,,1976-10-04,,,65110 66290,Cms Cameron Mckenna Llp Cannon House 78 Cannon Street London EC4N 6AF England
VANTAGE MORTGAGES LTD,11754334,Active,Private limited company,,,2019-01-08,,,64922 65110 65120,4 South Bar Street Banbury OX16 9AA United Kingdom
BUSINESS CHOICES LIMITED,04670386,Active,Private limited company,,,2003-02-19,,,64999 65110 65201,The Copper Room Deva City Office Park Trinity Way Manchester M3 7BG United Kingdom
MRP SOLUTIONS LIMITED,04307552,Active,Private limited company,,,2001-10-19,,,64922 65110,"2nd Floor 101 Kenton Road Harrow HA3 0AN "
JLC PROTECTION LIMITED,12219356,Active,Private limited company,,,2019-09-21,,,65110,Suite 3 91 Mayflower Street Plymouth PL1 1SB England
CRORICA LTD,11557509,Active,Private limited company,,,2018-09-07,,,65110,"51b High Street Stony Stratford Milton Keynes MK11 1AA "
ARCANE PROTECTION LTD,11629156,Active,Private limited company,,,2018-10-18,,,65110 66220,5 Vokes Close Little Billing Northampton NN3 9PJ England
HOLDCO (NO. 906) LIMITED,15014086,Active,Private limited company,,,2023-07-19,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1361) LIMITED,13514956,Active,Private limited company,,,2021-07-16,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
MIDLAND LIFE AND MORTGAGE CORPORATION LIMITED,02835580,Active,Private limited company,,,1993-07-13,,,65110,"Countrywide House Knights Way Battlefield Shrewsbury SY1 3AB "
NAMECO (NO. 1330) LIMITED,12082503,Active,Private limited company,,,2019-07-03,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
ASPIRE MORTGAGES & FINANCIAL SERVICES LTD,06426089,Active,Private limited company,,,2007-11-13,,,65110 65120 65300 69203,"323 St. Margarets Road Twickenham Middlesex TW1 1PW "
PRIMA FINANCIAL SERVICES LTD,11940805,Active,Private limited company,,,2019-04-11,,,65110 66220,Brulimar House Jubilee Road Middleton Manchester M24 2LX United Kingdom
YOUR HOME FINANCE LIMITED,14506378,Active,Private limited company,,,2022-11-25,,,65110 65120,Brookfield Selby Road Garforth Leeds LS25 1NB United Kingdom
REASSURE LL LIMITED,01397655,Active,Private limited company,,,1978-11-02,,,65110 65201,Windsor House Town Centre Telford TF3 4NB England
HARVEST ASSOCIATES LIMITED,04865181,Active,Private limited company,,,2003-08-13,,,65110 65201 66220 66290,"9 Midland Way Barlborough Links Barlborough Chesterfield S43 4XA "
BRADGATE FINANCIAL SOLUTIONS LTD,09004063,Active,Private limited company,,,2014-04-22,,,64922 65110 66220,Cedar House 3 Broad Street Enderby Leicester LE19 4AA England
CONSTELLATION FINANCIAL SOLUTIONS LIMITED,07534209,Active,Private limited company,,,2011-02-18,,,64999 65110 65201 65300,Lancaster House Ackhurst Business Park Foxhole Road Chorley PR7 1NY England
TAILORED MORTGAGE ADVICE LTD,11068514,Active,Private limited company,,,2017-11-17,,,64922 65110 65120,21 Cedar Gardens Upminster RM14 3DL United Kingdom
WAKAM CORPORATE MEMBER LIMITED,14334882,Active,Private limited company,,,2022-09-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
HEXAGON LIFE UK LTD,15905550,Active,Private limited company,,,2024-08-19,,,65110,37 Yew Street Huddersfield HD2 2RN England
BERGESEN TWO LIMITED,03848239,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
BE INSURED LIFE LTD,13444063,Active,Private limited company,,,2021-06-08,,,65110,21 Blackmoor Drive Basingstoke RG24 9QY England
SHEPHERD INDEPENDENT FINANCIAL ADVISERS LIMITED,05341435,Active,Private limited company,,,2005-01-25,,,65110 65300,Hill Top House 302 Ringinglow Road Sheffield S11 7PX United Kingdom
NAMECO (NO. 1399) LIMITED,15091313,Active,Private limited company,,,2023-08-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1402) LIMITED,15168263,Active,Private limited company,,,2023-09-27,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NOMINA (NO. 1393) LIMITED,15088078,Active,Private limited company,,,2023-08-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1389) LIMITED,14732484,Active,Private limited company,,,2023-03-15,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1395) LIMITED,15088094,Active,Private limited company,,,2023-08-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
VIISANA LTD,09677713,Active,Private limited company,,,2015-07-09,,,65110,Chatsworth House 39 Chatsworth Road Worthing BN11 1LY England
DVM UNDERWRITING LIMITED,05576931,Active,Private limited company,,,2005-09-28,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
ATHENA UNDERWRITING (904) LIMITED,05222231,Active,Private limited company,,,2004-09-06,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
FLANAGAN & MACLEAN U.K. LTD,SC546817,Active,Private limited company,,,2016-10-03,,,64922 65110 66220,20 Nottingham Avenue Glasgow G12 0LF Scotland
NAMECO (NO. 1301) LIMITED,10336283,Active,Private limited company,,,2016-08-18,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SELF ASSURED LIMITED,03227206,Active,Private limited company,,,1996-07-19,,,65110 65120,Bourne House 475 Godstone Road Whyteleafe CR3 0BL England
DOBSON AND HODGE LIMITED,00975536,Active,Private limited company,,,1970-03-24,,,65110 65120,"11-15 Thorne Road Doncaster South Yorkshire DN1 2HH "
MORGAN LAW (FINANCIAL SERVICES) LIMITED,02700622,Active,Private limited company,,,1992-03-25,,,65110 65201 66190,"Cleveland House, 4 & 5 Sorrel Horse Mews 85 Grimwade Street Ipswich IP4 1LN England"
BALMAIN UNDERWRITING (NAMECO NO.382) LIMITED,03846559,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,3 Castlegate Grantham NG31 6SF United Kingdom
NAMECO (NO.246) LIMITED,03637822,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,3 Castlegate Grantham NG31 6SF United Kingdom
ZIM LIFE LTD,15920636,Active,Private limited company,,,2024-08-28,,,65110 66220,287 Sprotbrough Road Doncaster DN5 8BZ England
GALLANT FINANCIAL SERVICES LIMITED,02288858,Active,Private limited company,,,1988-08-23,,,65110,Bank Chambers 1 Radcliffe Road West Bridgford Nottingham NG2 5FF United Kingdom
AEVITAS WEALTH LTD,09790774,Active,Private limited company,,,2015-09-23,,,65110,Suite 7 5-7 Court Road Bridgend CF31 1BE Wales
REBECCA HAND LTD,14936877,Active,Private limited company,,,2023-06-14,,,65110,11 Groom Terrace Hartlepool TS25 1RT England
ADR FINANCIAL SERVICES LIMITED,12072201,Active,Private limited company,,,2019-06-27,,,64999 65110 65300,14 Tawe Business Village Swansea Enterprise Park Swansea SA7 9LA Wales
JL PROTECTION LTD,NI692964,Active,Private limited company,,,2022-12-02,,,65110,5 Huntingdon Hill Bt28 3gx Lisburn BT28 3GX Northern Ireland
WEB SEARCH MEDIA LTD,10353758,Active,Private limited company,,,2016-08-31,,,62012 63110 65110,35 Graham Road Graham Road Harrow HA3 5RP England
GRATIA-INVICTA FINANCIAL CONSULTANCY LTD,11305138,Active,Private limited company,,,2018-04-11,,,62020 65110 66190 66220,18 Neals Corner 2 Bath Road Hounslow TW3 3HJ England
NAMECO (NO. 1411) LIMITED,15926568,Active,Private limited company,,,2024-08-30,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
WILLOW STREET CAPITAL LIMITED,10941154,Active,Private limited company,,,2017-08-31,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
LIFEPLAN INTERNATIONAL LTD,12312104,Active,Private limited company,,,2019-11-13,,,64922 64999 65110 66220,2a Walker Avenue Wolverton Mill Milton Keynes MK12 5TW England
INVESTA WEALTH MANAGEMENT LIMITED,08670220,Active,Private limited company,,,2013-08-30,,,65110 65300 66290,"143 Commercial Street Maesteg CF34 9DW "
JULIAN BOWER UNDERWRITING LIMITED,04195782,Active,Private limited company,,,2001-04-06,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SHAWSHANK FS LIMITED,13613736,Active,Private limited company,,,2021-09-10,,,64999 65110 65120 66190,Unit 3f Aston Business Park Shrewsbury Avenue Peterborough PE2 7EY England
BARTENT LTD,14451514,Active,Private limited company,,,2022-10-31,,,65110 65120,1-2 Charterhouse Mews London EC1M 6BB England
RESOLUTE FINANCIAL LTD,09140130,Active,Private limited company,,,2014-07-21,,,64922 65110 65120,Archdeacon House Northgate Street Ipswich IP1 3BX England
BEST MORTGAGE ADVISER LTD,11347700,Active,Private limited company,,,2018-05-04,,,64922 64999 65110 66220,299 Two Mile Hill Road Bristol BS15 1AP England
NAMECO (NO. 1185) LIMITED,08946464,Active,Private limited company,,,2014-03-19,,,65110 65120 65201 65202,3 Castlegate Grantham NG31 6SF England
S CHAPLIN ADVICE LTD,13563985,Active,Private limited company,,,2021-08-12,,,65110,23a The Precinct London Road Waterlooville PO7 7DT England
FINANCIAL CLARITY LTD,05917889,Active,Private limited company,,,2006-08-29,,,65110,Poppy Lodge Stroud Road Cirencester GL7 1UZ England
NAMECO (NO.368) LIMITED,03846537,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
FPC FINANCIAL SERVICES LIMITED,02102893,Active,Private limited company,,,1987-02-24,,,65110,88 Greendale Road Port Sunlight Wirral CH62 4XD England
CREDENDA LIMITED,02047680,Active,Private limited company,,,1986-08-19,,,64999 65110 65300,"20 Vicarage Road Woking GU22 9BH "
CAPITAL PROTECT LIMITED,05230535,Active,Private limited company,,,2004-09-14,,,65110 65201,"Capital House, Pride Place Pride Park Derby DE24 8QR "
PRUDENT FINANCIAL PLANNING ADVICE LIMITED,05417552,Active,Private limited company,,,2005-04-07,,,65110 65201,"Dalton House 9 Dalton Square Lancaster LA1 1WD "
MORTGAGE HOUSE SERVICES LTD,12343245,Active,Private limited company,,,2019-12-02,,,64922 65110,Independence House 14a Nelson Street Southend-On-Sea SS1 1EF United Kingdom
BLUEBERRY LIFE LTD,11468537,Active,Private limited company,,,2018-07-17,,,65110 66220,Fora One Canada Square London E14 5AA England
PARETO FINANCIAL PLANNING LIMITED,06582775,Active,Private limited company,,,2008-05-01,,,64999 65110 65201,The Old Schoolhouse 5-7 Byrom Street Manchester M3 4PF United Kingdom
HUNTLEY CAPITAL LIMITED,10930451,Active,Private limited company,,,2017-08-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1321) LIMITED,11533254,Active,Private limited company,,,2018-08-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
KASIMEN FINANCE LIMITED,14377737,Active,Private limited company,,,2022-09-26,,,65110,"Suite 2, Ground Floor, 435 Cheetham Hill Road Manchester M8 0PF England"
VISION FINANCIAL ADVISERS LTD,06483786,Active,Private limited company,,,2008-01-25,,,65110 65300,The Orbit Centre Rhydycar Business Park Merthyr Tydfil CF48 1DL Wales
NAMECO (NO.300) LIMITED,03749128,Active,Private limited company,,,1999-04-06,,,65110 65120,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1341) LIMITED,12196207,Active,Private limited company,,,2019-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
RGP CORPORATE MEMBER LIMITED,12708941,Active,Private limited company,,,2020-07-01,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1339) LIMITED,12196144,Active,Private limited company,,,2019-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
PAUL BOUTLE FINANCIAL SERVICES LTD,11537076,Active,Private limited company,,,2018-08-25,,,65110 65300 66220 66290,White Rose House Delph Road Branston Booths Lincoln LN4 1JF England
RIVENDELL FINANCIAL SERVICES LIMITED,05225985,Active,Private limited company,,,2004-09-08,,,65110 66220,14 Clos Y Bont Coity Bridgend CF35 6QL United Kingdom
PYRAMID FINANCIAL SOLUTIONS LIMITED,05203102,Active,Private limited company,,,2004-08-11,,,65110 66190 66220 66290,"46 Crowshott Avenue Stanmore Middlesex HA7 1HU "
OVAL WEALTH PARTNERS LIMITED,09216256,Active,Private limited company,,,2014-09-12,,,65110 65300,20 Havelock Road Hastings TN34 1BP England
ALM FINANCIAL LTD,NI701108,Active,Private limited company,,,2023-08-30,,,64304 65110 65120 65300,49 Church Street Portadown Craigavon BT62 3EU Northern Ireland
ANDORMAN (UK) LIMITED,09023496,Active,Private limited company,,,2014-05-02,,,65110 65120 65201 65202,3 Castlegate Grantham NG31 6SF United Kingdom
NAMECO (NO. 1009) LIMITED,07382109,Active,Private limited company,,,2010-09-21,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1115) LIMITED,08679191,Active,Private limited company,,,2013-09-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1114) LIMITED,08679311,Active,Private limited company,,,2013-09-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1121) LIMITED,08699220,Active,Private limited company,,,2013-09-20,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
HOLDENHURST HOLDINGS LIMITED,12404414,Active,Private limited company,,,2020-01-15,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SIMON PAVITT CONSULTING LIMITED,SC527194,Active,Private limited company,,,2016-02-17,,,65110,Fernbank House Dalfaber Road Aviemore PH22 1PU Scotland
JWL FINANCE LTD,11906718,Active,Private limited company,,,2019-03-26,,,65110,53 Heath Lane Farnham GU9 0PR England
JPJ DYNAMICS LTD,09704807,Active,Private limited company,,,2015-07-27,,,64999 65110,Sears Business Centre 3-9 Station Street Sittingbourne ME10 3DU England
BILLON UNDERWRITING LIMITED,03754730,Active,Private limited company,,,1999-04-20,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
PRE PLAN PROSPER LTD.,SC234312,Active,Private limited company,,,2002-07-19,,,65110,7 Trafalgar Court Dullatur Glasgow G68 0AE Scotland
NAMECO (NO. 979) LIMITED,07013174,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
PANTANO LIMITED,07013180,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 980) LIMITED,07013175,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1314) LIMITED,10955382,Active,Private limited company,,,2017-09-11,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
VANTAGE UW 977 LIMITED,07013171,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
JD FINANCIAL PLANNING LTD,09304951,Active,Private limited company,,,2014-11-11,,,65110,"7 Millside Wombourne Wolverhampton WV5 8JJ "
NAMECO (NO.371) LIMITED,03846517,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL United Kingdom
BESPOKE MORTGAGE SOLUTIONS LIMITED,11716268,Active,Private limited company,,,2018-12-07,,,64922 65110,Harwoods House Banbury Road Ashorne Warwick CV35 0AA England
MACAULAY ASSURANCE CONSULTANTS LIMITED,00983943,Active,Private limited company,,,1970-07-07,,,65110 65120 66220,"Anstead Brook Stud Petworth Road Haslemere GU27 3BG "
3DMT LTD,11921094,Active,Private limited company,,,2019-04-02,,,64922 64999 65110,The Coach House Powell Rd Buckhurst Hill IG9 5RD United Kingdom
N1172 LIMITED,08936657,Active,Private limited company,,,2014-03-13,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
NAMECO (NO. 71) LIMITED,03431342,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
N1308 LIMITED,10381843,Active,Private limited company,,,2016-09-17,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
BELLA PROTECT LTD,14601338,Active,Private limited company,,,2023-01-18,,,65110,"Suite 5, 1-2 Leonard Place Westerham Road, Keston BR2 6HQ England"
GENESIS PROTECTION SERVICES LTD,11100494,Active,Private limited company,,,2017-12-07,,,65110,Thornborough Hall Moor Road Leyburn DL8 5AB England
TAVISTOCK FINANCIAL SERVICES LIMITED,03439747,Active,Private limited company,,,1997-09-25,,,65110,"Barttelot Court Barttelot Road Horsham RH12 1DQ "
WESTCOURT FINANCIAL SERVICES LIMITED,00820611,Active,Private limited company,,,1964-09-24,,,64999 65110,"Westbrook Court 2 Sharrow Vale Rd Sheffield S11 8YZ "
PATHWAY INDEPENDENT FINANCIAL PLANNING LIMITED,08618650,Active,Private limited company,,,2013-07-22,,,65110 66190,Summerfield Streetway Road Grateley Andover SP11 7EH England
